,product,new_code
12055,72de8602-0e44-460d-8d2d-9f4c7b545f84,10590
12058,7df9ca44-a757-4563-a0ab-c3903d51cb78,11578
12059,5a3d1157-3bbc-4d0b-86ed-7c14e9f2c633,8296
12065,6ef876f7-845a-41f9-a018-6d53f8b2ac45,10207
12071,73d4b2f7-769b-4faa-9275-b9504ff618ee,10683
12077,c6ad9da0-f329-49e1-b876-3452aa5e099c,18244
12085,d6635f6b-60e2-4b14-ae31-aabe8025db1e,19674
12088,680e7f5d-2422-4784-81f6-4e1481f5241a,9556
12092,a121a4bb-00b8-4e6f-b243-aa6183cd639e,14768
12098,943f800d-c9b9-407f-916c-61b5ef298b6b,13566
12100,f540cc24-3c5b-48d6-b8e9-00ad7d2a991a,22563
12105,fa07585f-8e9d-4a50-be0d-3c4c3ca7a7c6,23039
12106,6dc3986d-5ebc-4d45-a5ca-48edc6a6f66d,10093
12107,cdb2ac4b-d2eb-4483-90ef-43849476079b,18906
12108,2f0cc37d-6434-4baf-9649-9e202f39875e,4342
12109,bee0ccf9-d068-4fd5-bcd1-1227d17cc1e8,17506
12114,77bd2dcd-ddc8-406d-a4c3-5c0b445918e4,11060
12115,3698a0c0-5772-46e8-ad24-01039e1e37e4,5044
12116,f0a4d521-5612-4869-bc35-99e20440b305,22133
12119,45efb3ff-cce5-4dca-bcd1-25cfa504c02c,6445
12120,71295938-760a-48ad-8371-2fcfdc61e247,10426
12123,238eb1a1-458c-4478-ba6c-e82651ff67d1,3320
12130,07299726-6abd-47ed-a904-f13ff00a3c6a,649
12133,e001bb98-6dd7-406a-85ae-b7d9c767bb04,20594
12141,684a16e6-daee-434f-aece-6c7f60dc5838,9582
12148,e9e85ab3-38de-4cbb-a2be-5e0b42070380,21521
12152,9ccfee6f-efdb-4ebb-9f16-b8cb87d86b53,14366
12153,091cee2d-1ee8-422b-9f6d-6dc2554ec80a,816
12159,555cf6f4-844c-4cec-800f-12c11fd84989,7840
12160,b332b8b2-64ac-4c1d-a837-4afe46235965,16425
12163,2777005c-47d2-4d5a-bbd7-df73aae82501,3687
12164,ba4b1442-0177-4838-9357-fca70c3e3df5,17090
12172,68c3a9d5-813d-4fe6-b300-000cc5177873,9632
12175,76f19a7e-47f8-4b99-bda6-12db1bd92aac,10988
12178,e29d4306-07ac-470d-aeba-28408908ae10,20841
12179,cb345c2b-4b5d-4ec8-9df5-8a13cb22b39a,18654
12185,0c543ea0-6c13-4efd-ab26-ad27176f9556,1130
12188,c92d80e5-f789-449b-a209-502aa8cc8e03,18452
12191,0d8531df-69b6-4139-838d-f278c352fa88,1247
12200,63f8f977-3c77-45cc-97b5-6551e572f698,9166
12213,e6dfaa51-27f5-48cc-bb46-671a6af2eec7,21242
12214,42137fde-c0d4-4411-84eb-f41a90d80111,6111
12215,6ae1a281-ef8f-4d27-8a38-ae3cd7561fe7,9828
12217,9d265dcb-b932-4806-8de2-64faeaeb657e,14391
12224,00295620-60bb-45ca-88dc-5013ffb6f912,18
12225,d1d78ac2-a5e0-4dea-a7ae-193ab57c3096,19280
12227,1caa7d63-13ed-4ce6-b09a-fed41848ee63,2679
12229,8382e08b-3cd2-4bfe-8c31-9493111668e9,12084
12233,609d5a31-effa-40ca-aa58-60121ec8613d,8871
12239,28b1a36f-0f9a-4c2f-b7a1-5bbf500d2b10,3791
12241,1bebf598-d2a3-42aa-a079-24aa457f5f97,2607
12243,ab6578e6-4f32-423d-bef0-6a97b72744b1,15715
12245,f9cf501b-d5d5-43b7-ab4a-d958c8bedbbf,23021
12246,dfeaf019-403d-4bda-8892-5f535e86b845,20581
12249,b9f53f8f-7366-4221-a1a1-8d7146263114,17056
12253,e6fa91a9-bfb1-40f2-b403-a8c858ddc6f3,21253
12254,31ea1ab9-a189-491d-a506-db0d5b7d83ee,4628
12261,703a970f-af07-4463-a81d-d0c6eb7698a2,10324
12280,9fcdf102-c872-4c7f-bc93-cabddae87996,14644
12284,7fa3478b-777c-460d-af94-8bc4128e60cf,11732
12287,8a58e6e4-1b39-46bd-9164-ed5067acbb15,12668
12290,0e04e1da-5a68-4310-b7ec-6644706b1e83,1295
12303,42cccc4f-1c57-4400-a26b-1561a6815fe8,6168
12304,bc6dee94-90f2-42fc-8a3a-f9c8461fc37e,17269
12305,0bd3024c-6081-4686-b049-339f59d21021,1080
12307,60d9ebce-8ba7-4e12-b3ca-47e6d1707258,8889
12309,1256cdba-0f72-4b37-8e0b-2e71a9f79515,1698
12319,5724fc63-c68b-43c7-8ac0-2e4047788717,8009
12336,b33c43e7-26f5-451e-bc84-888596fc38ca,16429
12339,7f2274a8-7f7d-4e56-a8dd-7d2b137a799a,11689
12343,c270e868-0fbf-43f4-be28-b849085668aa,17834
12347,9d1e3c57-f0de-4808-8034-c7db0323b57b,14390
12351,defcb683-39f0-4e12-aebe-8104d3182a5d,20486
12353,a4571004-067c-48c7-8ce2-571ac7a83c35,15076
12355,1e836cd5-c700-42db-a2d5-7fa7fbfff098,2845
12357,6cbf325c-0ef7-4f39-a658-addb2b2194c3,10004
12358,f7bc6795-42ad-4574-bbc1-35e4aef90f8f,22833
12363,7185fddc-834e-4e80-9ca7-8dfb8f4a2092,10459
12364,11f60b9b-932a-43f8-b63f-0de327d6c137,1655
12367,f873513f-669c-4408-a461-6cc9cbbb85fd,22896
12368,3793d5cc-9457-45ee-b5a7-c3d61b234777,5155
12376,7f3a65d0-1cdc-4055-9181-5216f3394406,11696
12378,f8eccc22-981f-441c-a124-b316af1ee853,22946
12380,8b3a3b01-1db9-4958-9a85-5840bdc2df22,12738
12381,fba01806-05c2-4c97-b74c-538541d72383,23195
12393,0a2f7089-a458-4bfd-99f6-5b2437ae2a9a,930
12395,9d615340-1e5f-47e1-9478-586900317896,14410
12406,4b2c9c01-60ae-4722-bb47-bd01bfa59ba5,6897
12416,16728b84-aa01-42e9-8035-ec29cafd2f03,2081
12419,28d81953-d1fd-4143-acc2-49ae754de29e,3805
12424,db4c8e38-6263-4120-b1b3-73c7120dade7,20168
12425,4f8d8eb7-0464-439c-b473-4908c8d52b1e,7316
12432,7bedcd1a-2694-475f-b939-6506d8760107,11410
12436,2374cdb3-dade-491e-ae33-83dd43547240,3310
12441,85c2dbf1-04ae-4e38-bae5-99ebf77ca082,12262
12447,0284570e-d091-444a-8c5c-9bd71893f1f9,231
12450,3293bfb5-9e37-435d-8330-0dcf14370dd3,4692
12456,d2d35934-c974-4854-9bbb-78c14e38dfa2,19376
12462,7276cb27-7f41-4cee-b575-5e6557d453dd,10550
12466,62f91304-890f-4b4e-8a05-b8b32f68e7b3,9083
12468,efa8118b-71f9-42de-8026-3653a202a036,22042
12472,e5be80ea-a40e-4d36-a310-b7c79598044c,21148
12477,02f1bb21-45fa-46c9-be4d-f8b8e189cd9e,261
12479,a80413de-631a-4bc3-8956-3ce0b1a28f83,15427
12481,6046a5a7-4602-4a19-99db-512646a7aa6e,8839
12482,ef22a411-0cc9-4024-98a9-6d059d995e02,21992
12488,5b1504a7-4982-44f5-9be7-de6bd8855722,8370
12498,59d308a8-4695-488b-9bdd-b2f1f3fda53d,8259
12500,532c6f51-68c5-4413-b813-97ad6b6e9e36,7644
12503,249369c8-3a03-4b94-9ff7-9320aaf644ce,3412
12505,45067afd-6f82-4928-8f12-f17b7fbf5a0d,6370
12506,7df983a4-afea-465e-b47b-8cc3e1613f84,11577
12512,5f0fc4c2-a67d-4bb2-9dee-a3ccb6db87c0,8712
12513,2224370f-4e2b-4985-97b1-ad2001b597b9,3188
12521,7b304017-a898-443b-af36-a8b0fd92973c,11355
12525,5086916a-d452-4f9b-9d3d-b8ce924fd4ee,7422
12529,71c084c6-6be2-476b-af1f-4089b4f0e561,10481
12531,4f7415ca-cac8-427e-b9f4-f77c74de8ef6,7307
12533,cd118e86-be24-462b-958f-2d182914fff3,18844
12538,4869d88b-8eca-4d80-ab07-a0ef4e8db273,6660
12549,0c00b154-2e01-405f-a153-3d2a29151bcf,1099
12552,aafffec3-0dc9-46c4-844e-de194bb6629c,15683
12556,a25f7d4f-cae1-42e5-8136-e47b77df59f6,14884
12557,0441f8fa-758c-4ef8-9d27-de222db0a956,375
12559,4723eff5-c290-48b6-bf6d-695206d09463,6554
12562,a0a4c437-67ce-4321-919b-15f49bd56047,14723
12570,739019e6-93ff-434c-bd63-5bae5b1d7164,10651
12571,197f5ac8-f0e7-4b53-9430-6d4c89b784c4,2372
12574,a5008bec-9b8a-419d-834f-2e4ed7338cd2,15133
12575,00305c64-f343-4749-87c7-dea92f103f47,19
12580,7554aa31-a9ac-4b5d-b174-a0eb03572640,10825
12581,4a0accaf-b35f-4035-80b5-2297ec26e357,6804
12585,d75673e9-99f3-4e71-bd51-a43e4df03f9f,19761
12599,16d4501f-0dec-4fcb-a0b4-a99f45a52115,2116
12600,376bd7f3-775b-4e32-9b94-933a85a29d71,5134
12603,0a2405d3-115e-43be-bbc5-179a71dcf6ee,925
12606,c14dc491-fdac-42fb-948c-995627d5e3ff,17735
12613,b3cc811f-3688-4de9-bd2d-ab110e3a42d9,16480
12615,c4e8606f-3fe7-4249-998d-d5d7bffc14f0,18083
12616,70893792-e3ca-44d1-ae66-d5563fdc57b8,10364
12620,612e6af2-9f54-440b-9a15-e1f37a2ea889,8916
12621,3cee4a91-527f-481f-ae2a-f40a62551fb3,5631
12622,ffcd3b95-2e14-4088-95f8-798374dd8487,23566
12623,492f2924-2e97-4f0b-8a56-4a90356c9eb1,6731
12629,dcfe6aa3-2c27-4622-9b79-fc7d6605a8ac,20308
12631,927a1d86-1e2f-4ee8-afdc-0bfe23f347c6,13381
12633,5d810c34-b152-4233-af92-53c8518422e0,8585
12634,e20ffc23-905e-4213-96da-42d6e6b3c076,20788
12638,53d4d05e-4eda-4fa1-9e24-598a7e812fb8,7687
12640,8471ac19-5f62-4da1-b04a-a6991ffcc77d,12153
12641,e93c229e-8026-4516-923c-3fb6bb274b89,21453
12642,e7f0b1b7-9bcc-4ccb-a55e-409b87c86494,21340
12644,78b8c848-80d2-4305-8739-249d20777697,11138
12645,372955d5-01ed-4dc2-a12e-1ea7dee291bc,5102
12646,7f20695b-252a-4f87-8857-61918efc2b10,11687
12652,0567db20-2c19-427f-8136-eeb1c0c4093e,481
12654,6ba359ac-be6a-46d2-bd96-3a4f18b1ca21,9894
12660,65bece6c-b80e-4273-934d-228703e5d85d,9335
12670,2b98ec4a-083c-4e91-bb8d-9dcca69fe259,4056
12675,10e2317b-a623-4026-b1a6-aa4b19ce4f5e,1551
12677,392e95f0-c2c6-4436-9a36-8316a0ca98b4,5303
12680,6b04399c-a789-418a-9445-77a0e59c5274,9838
12684,883ec326-38b4-4bb3-9f37-7564801d48a4,12490
12687,fc593875-65f7-4a45-882e-5e6a52f7397d,23263
12691,26c20070-5936-4418-b7b8-16bcc9427108,3626
12696,bc938695-e39b-46dd-b366-e42ca49bde18,17283
12699,7f4cdd9e-a6e4-4a6a-8d2e-ccaabbb866da,11701
12702,236e9243-5335-4392-95b6-6f52e86eb9c0,3307
12703,a9713ab4-fd10-42cb-a2af-84d050655fde,15536
12704,9d0923ca-8f2b-4bd4-b652-3d99dd5721bc,14382
12707,e0e5fb05-0a5e-4fac-9fc4-f9b80c2de969,20696
12709,ab78ae92-6067-4618-a640-4baed0b8329f,15723
12714,3dc820c2-1816-4e0a-bb69-744e204a7c72,5718
12716,0eb79d91-5650-44bd-bccf-bf2970d9355b,1363
12721,0eba06ae-482f-4e40-9af7-47ee76e65831,1364
12727,f1b77308-2737-47f6-b910-5ce11fcab5e4,22243
12729,fe32e4b3-7699-4cce-a0e8-d1795d282235,23417
12730,3e1f7c18-8600-4e64-82e4-b0458380a533,5748
12731,1ba493c4-770a-44a1-ae1d-398edb174d52,2582
12738,af61b5d3-1284-4f8c-aa3d-77187de9ee94,16079
12739,311670df-60bd-4cda-a455-7e12d91ac756,4532
12744,70bc9618-62dc-414f-b59e-5b8e34f35398,10382
12747,9b2539ee-8a60-4544-92ba-b1e41862be8d,14206
12748,ca03a96e-0874-4c12-9ace-8fe5d88d0045,18532
12752,622d1b19-fa75-4e21-9bda-999840d5d61d,9005
12753,151ff473-148c-4c43-bdf2-e7194fc91355,1966
12754,b3192f1d-f100-41bd-93ed-497f9954b64d,16413
12765,66b550e1-9fce-4222-a044-607d603dbd63,9419
12767,f6ac638e-1d42-4271-8578-b6b574def0c1,22716
12770,bc0734c2-fca5-4dca-836b-11a53cb42a51,17235
12773,46b8d299-0f51-419d-83a2-41c18d8d0401,6510
12778,c17ef9d3-7258-42a7-a474-1ce147eccc1d,17747
12779,8dfe89e4-3f9a-4e82-8b50-1a1671db903c,12980
12780,7fbe23c7-ff5c-456a-9305-2f4dd598a4e4,11740
12782,4db15e6e-aeb1-45bf-b13b-e89a775f18f0,7123
12783,157eeb6a-61ac-4b51-a1fd-f49b0d6e20f3,2001
12784,546f2b7b-a98d-4444-8f46-26cbfa34d37d,7753
12785,62f2c83a-bcc4-4795-88f9-9c2f8739c19d,9077
12787,fe69cfbc-5da1-4e92-a26c-b2f2f9ad5d97,23431
12788,342df354-9370-4aed-a549-1d010533cb7d,4833
12790,fd931259-32cb-4eb6-8577-671ad6598b59,23366
12798,fc41d521-a32c-4a6c-87d9-d2fe815d498a,23255
12801,117e631d-3c2d-43b7-9aca-88217d608ba2,1614
12802,949c50f8-1ab1-4f22-9680-d66e1fb064d9,13619
12803,b7cc13e0-9d31-4cf5-95bd-bd9af18d599e,16842
12805,64f1feab-f84e-48f9-80e5-785551dafb19,9265
12806,3427a178-70da-4c84-9d31-fefc9fe7d6db,4831
12813,ca44f5e7-ca8d-4de4-86a4-116e2ac7fb7c,18556
12815,ca3b8eb3-aad3-4501-8995-4d83726c47b6,18551
12818,238f338c-a778-4418-82a9-515b45b969d1,3321
12820,d63c0a79-6f7b-475e-bd90-a397fc9db1ea,19662
12821,10ed4954-bf06-49ab-9a73-b3f039d0e495,1552
12823,5412990f-2c2f-4766-897a-181af525c976,7706
12825,9c135237-5feb-481d-90ff-4bbcbc9df0ba,14297
12832,c985e6ce-a3ce-4455-9792-306a7b1b4da7,18483
12833,31af83c4-2dd4-4d10-96ac-ba32ad2f91b2,4594
12834,41697d7f-18bc-4ebc-9b6f-dc62c4c4cb69,6062
12836,d25b7a8b-4709-4681-9913-4d1cf857d851,19319
12843,c6e9d446-5a0c-4720-8fdd-c38fc3ff475e,18266
12846,bb68d5b6-333f-4d10-96e1-68424715acd0,17182
12849,3364f682-0c26-421c-a020-dfbd7eaebebc,4761
12850,15ee3724-10c6-4e8d-a89d-feb924342e5e,2038
12854,c9bb2888-d4ef-477b-b7a6-44d9314c7190,18509
12855,357d5c7e-72a8-430e-bfcd-9889182bc7cb,4945
12856,393a1a8f-75c9-4008-bbcd-7f20f8b3b4db,5306
12866,9af301c8-9372-4c6e-b001-336a5be2b69b,14195
12867,0c0fee0b-456c-4456-a5c4-c5f12ee4bae3,1107
12870,6d844bc6-121b-4585-bf0a-06e0678ef733,10068
12874,3f73beec-e774-4b7b-9294-6529c5b088eb,5884
12878,070a45e9-7fa2-4f93-8a17-5245ed1b3d7f,633
12880,b1c192b6-d586-4f8f-bd44-a25763ccf7f7,16282
12881,6b7e1a6c-0e89-4c71-a440-5cf1922ac4f9,9881
12882,69f1f133-048b-4e8f-ad1c-f789d4c3050a,9752
12883,da9c853c-1cb3-4eb5-9fde-cf1a9d62604a,20093
12888,2beabe45-7620-464c-bd01-a24b91314faa,4076
12892,54d780d8-aa0f-4f1e-ab2d-e45c4532ac4f,7792
12910,ac36445e-5250-42b8-9767-2724eef763bb,15785
12912,d6d7833d-4207-48dd-861a-0bdc5a525d00,19719
12913,95829994-5a1a-4a6a-961c-edb9b0c3c4cf,13707
12917,ab859e91-3ef1-43e4-a2c8-d7ecdb690780,15727
12920,d9d3898f-42a3-43c4-a333-33b018fd3604,20016
12930,54e61dbc-e1a6-4cc9-8a25-ec1f00394e6f,7797
12933,16c2ac22-99c5-460b-8ffa-21ad22aec144,2106
12934,09fd4bde-75f8-479f-8ff5-21f08a6dec4f,907
12935,94dfbaec-94d2-466c-980d-8e32b87b05f8,13644
12939,c45caf0d-1966-431c-bd3a-3ca24da50b93,18030
12940,6df27847-bec0-40dc-afcd-50dcb06aa1cc,10110
12941,b0998ca2-6e1c-463a-b676-f55a9b34a76d,16180
12945,ab6bf44e-4b03-4116-9b04-18c4d879dd9e,15718
12949,9237cb3f-f0b2-4422-9235-86fa3a7d97d8,13357
12950,ad432e52-07d6-4b82-bf0b-7bb4a5d5e68d,15884
12951,b8bad4a1-21f7-490f-bf31-ddfe3c9fd2cb,16934
12952,a7dff354-2910-4094-b954-a065d4b527bb,15413
12962,84577604-aa51-4b8c-947e-cec77713cbb4,12142
12970,c1f6bf03-0ca7-4f0d-a57e-b03f744ddcdc,17788
12973,cd45e492-bef5-4ac4-be11-da070e2dcb8a,18863
12974,d0c0db38-5a98-45f4-926f-7bbc7a8705cd,19176
12981,bfd409db-2ab1-4ef3-80f6-40e06031d384,17614
12983,35754fce-7b5d-4305-8304-ad50fc5ece4f,4943
12986,f619d388-8cb3-4911-8ef8-ea4427b71a58,22654
12992,d70f7482-0c15-4cf3-8328-f0ebe037aa65,19739
12998,a5bef595-69ba-4374-b129-694ed5b0b498,15204
13002,5347692c-5222-49b3-91c3-145286ff3651,7651
13003,fea3b668-69b5-40f2-a240-8f73691a2cfd,23453
13011,31852663-8d3e-4e15-b452-54365a6c7f73,4576
13012,069e1941-e134-42f1-8f1d-28362b641055,597
13013,30052dcd-c7ef-4922-87d2-14c6e7ab376e,4426
13014,cf511cb2-2eed-4552-9062-0103622d0c17,19036
13027,f1fd6270-ae18-474f-8c86-8d134ab6470c,22273
13031,12779566-722d-49de-9327-392f44e2a619,1716
13033,a290127e-dc91-4061-8e00-951cab219b75,14904
13034,3d90d76c-0207-4311-9f54-caaea0a5fd12,5695
13035,63c25332-678d-48bf-a67d-b31acb3a2aca,9148
13055,d50ee8f6-9d73-4abb-8114-2bd19719e670,19550
13057,8626e9d8-2270-4da3-a532-8811024e60a6,12305
13058,e9610f0b-f72d-460f-8a4d-365c4f2765cd,21468
13059,89187c95-72c6-46ea-83bb-c5117e7bd833,12557
13065,7896d239-e663-43e4-8c77-642cd2a5c5a4,11123
13066,dd7c200c-e11f-4759-a06e-912631f56564,20353
13072,355f04f5-293d-41e3-97e1-fc8cc8379687,4929
13075,a65e2413-5009-43f6-a954-9fdd081fe7ec,15261
13076,3f725193-b800-4bc1-9f64-19f6e962136f,5882
13079,42e4a2ae-10a5-4caf-88b7-e2594e096f7e,6175
13082,25553267-8803-459e-8b20-5ca8d9217561,3499
13084,6aed4865-7a37-4124-a84f-9c072606497a,9831
13092,38000105-18ba-49f3-a6ee-380724141b48,5201
13093,e1a6f1b0-8f8f-4940-a92e-b5afa6b8bf23,20751
13097,01db0b28-9e97-4eaa-8f2e-ed898a8437c4,167
13103,048df355-2f1f-4800-994b-892e27d01b4e,404
13104,a964e02f-27ae-40df-80bc-6204b45861e4,15533
13110,dfe7afcd-ef19-479c-a619-bf577e83b123,20580
13113,5b6d4f02-ae6c-4e0e-b165-6f4c4fb25d31,8401
13114,aa123985-6b47-46a1-ba55-2255e3943f35,15590
13115,1fcbb5d5-bf32-4935-b6cb-e2a8c5c0caab,2958
13118,5a80ec59-6a14-4180-a439-c664a7594914,8318
13119,90df742c-5c8e-462a-8636-1c0f53d35335,13230
13120,34e9a442-d61f-42db-8e17-73c29d743eaa,4891
13132,ca2a6a4d-5c99-4557-bf48-829e3afc3c57,18544
13134,fc462c7e-2abb-4244-9af8-0e92fa711aca,23257
13145,8932dbb0-528f-453f-90fd-5821d1301b14,12575
13148,b0dfd8a2-dd9e-47e7-aa18-4ca446690592,16208
13150,1b2c090b-0e60-4905-b6e3-865ff6cec4c2,2538
13151,e6bf4183-ca26-4355-8b74-a06e0d7a4c53,21229
13162,44697a22-44a5-4684-907c-06da19644dfe,6310
13169,eb7f5165-71ea-4221-9662-f95ef0f356ce,21658
13176,8bc6a645-096c-44ac-b8f9-d5362aa7a2e1,12787
13179,d18c95f9-b2b0-4a93-bdd3-da40886d120a,19252
13180,16091496-ada8-4b4e-b796-b10202f9f8bc,2045
13192,1661e946-6490-482d-9d10-9f1bfe854177,2071
13193,e5226d56-0def-4c81-9268-a99463d823f6,21095
13200,85bf58c4-fc8e-4388-87db-634239edf68b,12260
13201,4b15dd9c-72d1-4d6c-8206-112b9850bf78,6889
13205,adb3695f-b5af-49fa-b24a-6354bf0fdfc6,15922
13210,8b858f65-099a-4a81-ba9c-06f1e504a3ed,12762
13217,bbfda4d6-fe36-4118-a0c1-66f209e43440,17232
13219,bf2d4a71-aa2f-4b21-9e99-5106c10961c1,17544
13220,d5f71fd5-2bc4-41bf-aa9c-d9746b2f5b86,19630
13221,8cc58602-81d9-419b-881d-2c77bcae8867,12870
13231,f3ac3a63-6a19-4506-9985-9f7c85bbeadb,22431
13232,76f3a3e2-6087-4eed-b4f3-d611cd729d32,10990
13233,d5b62390-769d-47fe-a4b8-39df1134611e,19611
13261,8df18791-eb31-48d1-a516-b2e89b3720d4,12975
13262,43413df1-9f64-4c61-b032-602dbd9dd64e,6211
13266,720f1e85-62aa-4331-ba22-7c302501942e,10519
13274,04c2dd49-7314-4b66-bfc7-b6558ccb6f9a,420
13275,5079253f-4c2b-449a-90e1-f00156f92000,7417
13277,81c5e3cd-9930-4c01-bbdf-862e3e4399ae,11924
13283,20400ac9-a979-4280-944c-ad24eb25a785,3011
13287,92b59b4b-a26d-42af-ac30-c43f4408f058,13406
13290,ac8e8f38-df67-4262-b0b5-2a21ec87b0a0,15821
13295,bfa4b221-0fce-4d30-ace3-8a57563b420c,17588
13306,00310fa1-e608-413e-845d-2315ec1fc50d,21
13322,47d22136-5d0d-480f-b954-40bdf6d6e462,6607
13325,cd7d5e76-9a75-41d1-89d9-c061e81145ca,18888
13338,02db4720-2c3a-454a-bbd3-adf467f4e852,259
13340,7bfc5ffd-3b11-4ddc-97dc-0e1c532b4e42,11416
13346,a2be6c39-9f0b-40b6-b097-c33fe04b43e3,14920
13348,7e6c4b87-f757-48d2-ae9e-e4e56d176cd4,11620
13352,8878d682-a802-4d94-8eda-875ccaf749da,12508
13354,8b598034-c8d1-4034-9d59-feca0e3f67e0,12749
13359,fea56862-b5ce-45ca-8b57-8eea43da91a4,23454
13360,31959d0f-c7ed-4412-b8c3-37661fe1b1e1,4586
13361,fdd696a8-3854-4b0f-870a-4874eca8da5e,23386
13365,c7433366-799c-4b17-a857-248696ab2b01,18296
13366,bbabb359-eb64-4196-806c-65dea3fbb96e,17202
13376,4c771ef0-ab69-40f0-ba6e-748cc9df0580,7002
13377,202974b2-53cf-4a76-b0d1-a5d5605644a4,3002
13378,9bfe5860-577e-40c2-9342-d8d84f9556b6,14288
13381,028a85fb-9ef5-4eed-a5f5-4873538b8f9d,236
13384,6f812cf9-b83b-4496-a9e9-0c93259ff817,10261
13385,b57b2088-f166-47af-bb42-2edfddebe8ec,16627
13386,7ab7046a-4f20-4ee6-8333-419ea2bf9509,11316
13387,99a5a92c-9356-4595-a078-a232bb47b950,14077
13388,9afb1e62-ecde-4651-be9e-5edecf982b3d,14197
13389,3a281cc1-be8f-40ff-bdad-6fedf56962c5,5401
13391,8b52963d-6053-4fe2-bfdd-c12d055e405b,12745
13392,a6d30079-c381-4f27-92c5-ba1307f1fdcb,15308
13394,66c05639-eb87-4cc5-abb8-ff23e9523d5d,9422
13397,babb0c8c-6e29-4443-9b2a-953db9ee9937,17124
13400,c354853e-9944-41ed-b087-0ecbb74f44a2,17926
13403,33f5d8c6-b052-4395-a789-3d822e24d290,4816
13407,17fc61df-849c-4219-95c4-d96ed7ff8359,2221
13410,d204135c-5a08-401d-9896-32783ed1201b,19293
13413,4c607c12-7bfd-4ea6-a77f-8bab40c36327,6995
13418,34dc770f-564f-45a4-b8e4-e418e8301fd0,4885
13420,f5a12e2c-4d33-49b2-92b2-b8875b3cfa57,22600
13432,f1be61d0-6470-41b6-951f-4017ea5880a6,22245
13434,2eb21c16-6be3-4cc3-ad62-41b8691b4dd9,4312
13436,c823f51c-bbb2-423b-ad83-b66570bca77a,18365
13438,82a874e6-8dd3-4dfb-9429-e1774c2ba8ba,12003
13442,c7f56f1a-c4ce-4eb1-a591-f687225fdf46,18348
13455,bc61130b-f9ff-431e-873d-08276d8d267b,17266
13459,16c52c5d-905e-429e-a02a-1e2273611f5a,2108
13462,7b2a669e-33d1-4d72-9dab-047b8a95a9c2,11352
13468,65846ce1-2913-4d1d-a8f5-976039930281,9319
13469,6605764c-4075-403c-9afd-2f43fc950864,9356
13470,545a521a-a010-4b6f-b0ae-66bf1b1333c4,7742
13474,f6c21c8f-b80a-4205-913e-3e9d35eff70d,22723
13477,59173d7c-b7d4-474d-aa90-3eeb6b171cff,8186
13480,12240d06-3924-428c-b84e-2696fb9823cb,1673
13489,2b3745a6-4132-40d3-af56-3936565b81f6,4013
13490,3315c3b8-7f10-4532-a654-c48954d60352,4736
13491,e7043548-edd3-43f1-a168-3f4d136f86b8,21257
13492,19751b2a-58d8-4501-acf6-ec8c0356a644,2368
13498,bf692145-c39a-45a0-94b5-b47ce25899b4,17560
13509,8e2907f3-6e58-45e4-aa91-6e71b0470933,13001
13517,96eca830-e4f5-4eb4-ac62-b292aa8dbd60,13846
13522,f59a6e1d-23b4-462a-89dd-1585f551a758,22596
13524,f87ed137-729b-4317-afba-5d1f5acf6423,22902
13530,6e42e01a-b532-4bdf-8c05-febf39b2a85d,10142
13534,11b2031d-6725-4295-8b5d-09f0564a475f,1638
13540,6b060957-cab2-424c-99ce-c1aade779c13,9840
13541,c400c1ae-fed3-4546-93c1-aac030966bf8,17990
13542,7857e82a-896d-43b8-adcb-478db9cf7b79,11113
13543,d1ecd321-14e8-4805-b1ef-a5287808abfb,19290
13544,62631f32-7d6c-4409-b9f4-872b9abd42f1,9028
13545,6f01b227-be3e-492d-a50a-e941adcb2aa1,10208
13547,4288b365-dcb6-4068-83fb-ffc4a1701c34,6152
13548,3defe210-c740-4476-a0ee-576326a9856d,5733
13550,0d5ec838-9ba5-4982-8b1e-ad7aa33ddd94,1226
13554,ad9f1c7b-1bf0-4e30-aca5-4473d42f08bd,15918
13556,0339c35e-2241-4151-88c8-28b4ab47c0d7,284
13558,c5582e16-fced-4a4b-a07d-0c79eb989c8e,18113
13559,69e06563-5bea-4669-bf55-34cd8d638df2,9745
13560,0ec7de1c-027f-4c0b-938a-9a7e6bd90368,1373
13562,de440916-b862-49b6-a458-897ad04121fa,20419
13566,a6405d34-c602-4b2a-971c-e2294c3b5c29,15250
13568,8ac6ef1b-f253-4bc4-9bcb-e78804fa9cac,12695
13572,58a26ca2-9e55-4408-b4b9-b1127fd3f3d6,8149
13578,9bc2e63b-709a-4f31-be65-f2488d1843a9,14274
13581,e6b8daca-0bc9-44a1-8982-a9f52faf0941,21225
13588,64bd0b10-c24c-4b0d-b977-f911fc610959,9244
13590,6fed0c8b-7aa8-4f29-95a2-b00ba7f1adc0,10299
13595,bda81a21-3477-4c1c-9368-b95890ed96eb,17374
13602,c9ec8389-0750-4d4c-986c-e4b4f9a65bcf,18525
13603,aa98112b-c214-4ad3-8cc8-2fe2126b15c7,15639
13604,725b7012-26cb-43fc-a8a3-b856c8f73972,10541
13611,e2e91602-e1a0-4955-b9b4-4defe568ce2e,20865
13614,8d17a20c-83f3-4ae7-ba4b-ce83e7fa8bb2,12899
13618,4c4a1ad5-23de-4ce8-8ddd-46867ef8f85c,6988
13621,b9921fe2-545d-479a-a2c7-95f2435c263a,17015
13623,f9eb23cb-076f-4e8f-b211-c4d49cd62096,23029
13628,40996ae7-2808-44ee-aee5-1d421a6d9a63,5984
